"Observed m/z";"Adjusted m/z";Matched name;Adduct;Formula;Matched delta mass (Da);Matched difference (ppm);Matched theoretical mass;Coverage
154.026444;154.026444;L-Proline;[M+K];C5H9NO2;-4.15370e-5;-0.269674;154.026486;1 out of 4
154.026444;154.026444;D-Proline;[M+K];C5H9NO2;-4.15370e-5;-0.269674;154.026486;1 out of 4
154.026444;154.026444;Acetamidopropanal;[M+K];C5H9NO2;-4.15370e-5;-0.269674;154.026486;1 out of 4
154.026444;154.026444;4-Amino-2-methylenebutanoic acid;[M+K];C5H9NO2;-4.15370e-5;-0.269674;154.026486;1 out of 4
154.026444;154.026444;Pterolactam;[M+K];C5H9NO2;-4.15370e-5;-0.269674;154.026486;1 out of 4
154.026444;154.026444;DL-Proline;[M+K];C5H9NO2;-4.15370e-5;-0.269674;154.026486;1 out of 4
155.034275;155.034275;Doxyl;[M+K];C5H10NO2;-3.55660e-5;-0.229407;155.034311;1 out of 4
155.034275;155.034275;"N,N-dimethyl-beta-alanine";[M+K];C5H10NO2;-3.55660e-5;-0.229407;155.034311;1 out of 4
156.042121;156.042121;1H-Indol-2-ol;[M+Na];C8H7NO;1.37151e-4;0.878937;156.041984;1 out of 4
156.042121;156.042121;4h-Benzoxazine;[M+Na];C8H7NO;1.37151e-4;0.878937;156.041984;1 out of 4
156.042121;156.042121;Benzoxazine;[M+Na];C8H7NO;1.37151e-4;0.878937;156.041984;1 out of 4
156.042121;156.042121;Isoindolin-1-one;[M+Na];C8H7NO;1.37151e-4;0.878937;156.041984;1 out of 4
156.042121;156.042121;p-Tolyl isocyanate;[M+Na];C8H7NO;1.37151e-4;0.878937;156.041984;1 out of 4
156.042121;156.042121;Indoxyl;[M+Na];C8H7NO;1.37149e-4;0.878924;156.041984;1 out of 4
156.042121;156.042121;4-Hydroxybenzeneacetonitrile;[M+Na];C8H7NO;1.37149e-4;0.878924;156.041984;1 out of 4
156.042121;156.042121;"2-Methyl-4,5-benzoxazole";[M+Na];C8H7NO;1.37149e-4;0.878924;156.041984;1 out of 4
156.042121;156.042121;(±)-2-Hydroxy-2-phenylacetonitrile;[M+Na];C8H7NO;1.37149e-4;0.878924;156.041984;1 out of 4
156.042121;156.042121;5-Hydroxyindole;[M+Na];C8H7NO;1.37149e-4;0.878924;156.041984;1 out of 4
156.042121;156.042121;Mandelonitrile;[M+Na];C8H7NO;1.37149e-4;0.878924;156.041984;1 out of 4
156.042121;156.042121;"1,3-Dihydro-(2H)-indol-2-one";[M+Na];C8H7NO;1.37149e-4;0.878924;156.041984;1 out of 4
156.042121;156.042121;N-Methylethanolaminium phosphate;[M+H];C3H10NO4P;1.00675e-4;0.645179;156.042020;3 out of 4
156.042121;156.042121;"3-Amino-2,2-dimethylpropanoic acid";[M+K];C5H11NO2;-1.45980e-5;-0.093552;156.042136;1 out of 4
156.042121;156.042121;3-Amino-3-methylbutanoic acid;[M+K];C5H11NO2;-1.45980e-5;-0.093552;156.042136;1 out of 4
156.042121;156.042121;Tert-Butyl carbamate;[M+K];C5H11NO2;-1.45980e-5;-0.093552;156.042136;1 out of 4
156.042121;156.042121;2R-Hydroxymethyl-3S-hydroxypyrolidine;[M+K];C5H11NO2;-1.45980e-5;-0.093552;156.042136;1 out of 4
156.042121;156.042121;L-Valine;[M+K];C5H11NO2;-1.46010e-5;-0.093571;156.042136;1 out of 4
156.042121;156.042121;Vaporole;[M+K];C5H11NO2;-1.46010e-5;-0.093571;156.042136;1 out of 4
156.042121;156.042121;N-Methyl-a-aminoisobutyric acid;[M+K];C5H11NO2;-1.46010e-5;-0.093571;156.042136;1 out of 4
156.042121;156.042121;5-Aminopentanoic acid;[M+K];C5H11NO2;-1.46010e-5;-0.093571;156.042136;1 out of 4
156.042121;156.042121;Norvaline;[M+K];C5H11NO2;-1.46010e-5;-0.093571;156.042136;1 out of 4
156.042121;156.042121;Amyl Nitrite;[M+K];C5H11NO2;-1.46010e-5;-0.093571;156.042136;1 out of 4
156.042121;156.042121;D-Valine;[M+K];C5H11NO2;-1.46010e-5;-0.093571;156.042136;1 out of 4
156.042121;156.042121;DL-Norvaline;[M+K];C5H11NO2;-1.46010e-5;-0.093571;156.042136;1 out of 4
156.042121;156.042121;6-hydroxy-2-cyclohexen-one-carboxylate;[M+H];C7H7O4;-1.37285e-4;-0.879794;156.042258;1 out of 4
178.023989;178.023989;N-Methylethanolaminium phosphate;[M+Na];C3H10NO4P;2.46750e-5;0.138605;178.023964;3 out of 4
184.073618;184.073618;2-Aminoheptanoic acid;[M+K];C7H15NO2;1.82273e-4;0.990219;184.073436;1 out of 4
184.073618;184.073618;[(3-Methylbutyl)amino]acetic acid;[M+K];C7H15NO2;1.82273e-4;0.990219;184.073436;1 out of 4
184.073618;184.073618;4-(3-Hydroxypropyl)morpholine;[M+K];C7H15NO2;1.82273e-4;0.990219;184.073436;1 out of 4
184.073618;184.073618;Methyl L-leucinate;[M+K];C7H15NO2;1.82273e-4;0.990219;184.073436;1 out of 4
184.073618;184.073618;4-Trimethylammoniobutanoic acid;[M+K];C7H15NO2;1.82271e-4;0.990208;184.073436;1 out of 4
184.073618;184.073618;2-Aminoheptanoate;[M+K];C7H15NO2;1.82271e-4;0.990208;184.073436;1 out of 4
184.073618;184.073618;7-Aminoheptanoic acid;[M+K];C7H15NO2;1.82271e-4;0.990208;184.073436;1 out of 4
186.076365;186.076365;Carbachol;[M+K];C6H15N2O2;-1.44734e-4;-0.777820;186.076510;1 out of 4
